Customer,Country,State Code,State,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Claim Reason,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
ZW25874,US,IA,Iowa,No,Basic,Bachelor,2/16/11,Employed,M,53703,Rural,Single,67,3,45,2,1,Special Auto,Special L3,Collision,Branch,67.632476,Four-Door Car,Medsize
BS90503,US,KS,Kansas,No,Basic,Bachelor,2/15/11,Employed,F,86640,Rural,Married,67,2,25,0,5,Personal Auto,Personal L1,Hail,Web,65.45736600000001,Four-Door Car,Medsize
QY56887,US,NE,Nebraska,No,Extended,High School or Below,02/08/2011,Unemployed,F,0,Suburban,Single,131,12,26,0,2,Corporate Auto,Corporate L3,Scratch/Dent,Agent,943.2,SUV,Medsize
VW70435,US,IA,Iowa,Yes,Basic,Bachelor,1/26/11,Employed,M,25632,Suburban,Married,63,27,52,0,7,Personal Auto,Personal L3,Hail,Call Center,351.270869,Two-Door Car,Medsize
PB47955,US,IA,Iowa,No,Basic,Bachelor,01/11/2011,Unemployed,F,0,Suburban,Single,119,3,54,0,3,Personal Auto,Personal L3,Hail,Branch,856.8,SUV,Medsize
MZ79386,US,MO,Missouri,No,Extended,Bachelor,02/05/2011,Employed,F,88893,Rural,Married,86,5,63,0,9,Personal Auto,Personal L3,Hail,Call Center,72.86746,Four-Door Car,Small
RX13282,US,IA,Iowa,Yes,Basic,Bachelor,02/05/2011,Retired,M,14973,Suburban,Divorced,115,2,75,0,2,Personal Auto,Personal L3,Collision,Branch,828.0,SUV,Medsize
MA68039,US,MO,Missouri,No,Extended,High School or Below,1/16/11,Employed,M,35056,Suburban,Married,96,12,52,3,1,Personal Auto,Personal L3,Other,Call Center,460.8,Two-Door Car,Medsize
BV57364,US,NE,Nebraska,Yes,Basic,College,02/05/2011,Employed,M,50825,Urban,Married,102,3,46,0,3,Personal Auto,Personal L2,Collision,Agent,369.614729,SUV,Medsize
GW33762,US,IA,Iowa,Yes,Extended,Bachelor,1/27/11,Unemployed,F,0,Suburban,Divorced,95,13,20,0,5,Personal Auto,Personal L3,Collision,Call Center,456.0,Two-Door Car,Large
ZL29593,US,NE,Nebraska,No,Basic,College,02/09/2011,Unemployed,F,0,Suburban,Single,64,14,96,0,1,Personal Auto,Personal L2,Hail,Agent,460.8,Four-Door Car,Medsize
OK31456,US,MO,Missouri,Yes,Premium,Bachelor,1/24/11,Employed,F,51643,Suburban,Single,283,16,43,0,1,Corporate Auto,Corporate L3,Hail,Agent,1358.4,Luxury Car,Medsize
IH23596,US,MO,Missouri,No,Basic,Bachelor,2/23/11,Unemployed,F,0,Urban,Divorced,68,13,11,0,1,Corporate Auto,Corporate L3,Collision,Call Center,296.692076,Four-Door Car,Medsize
WR90490,US,OK,Oklahoma,No,Basic,High School or Below,1/21/11,Disabled,M,25572,Suburban,Married,65,0,30,0,3,Personal Auto,Personal L3,Scratch/Dent,Agent,312.0,Four-Door Car,Medsize
FY86121,US,IA,Iowa,No,Basic,College,01/08/2011,Employed,M,70882,Rural,Married,69,20,50,0,2,Personal Auto,Personal L3,Collision,Agent,124.380223,Four-Door Car,Medsize
SY22123,US,MO,Missouri,No,Extended,College,01/05/2011,Medical Leave,F,29539,Suburban,Single,85,20,83,0,7,Personal Auto,Personal L3,Collision,Agent,408.0,Four-Door Car,Medsize
DW59142,US,OK,Oklahoma,No,Basic,High School or Below,2/28/11,Employed,F,71879,Rural,Single,64,1,64,0,2,Corporate Auto,Corporate L3,Hail,Web,9.163065,Two-Door Car,Medsize
VO87159,US,IA,Iowa,No,Basic,High School or Below,02/01/2011,Employed,F,69240,Urban,Single,194,16,29,0,2,Personal Auto,Personal L3,Hail,Branch,744.769131,Luxury SUV,Medsize
MO33320,US,IA,Iowa,No,Basic,College,1/13/11,Disabled,M,18024,Suburban,Single,65,13,1,0,3,Personal Auto,Personal L3,Collision,Agent,312.0,Two-Door Car,Medsize
NL80137,US,IA,Iowa,No,Extended,College,1/16/11,Disabled,F,14262,Urban,Married,90,27,9,0,1,Personal Auto,Personal L3,Collision,Agent,290.432527,Four-Door Car,Medsize
VA35421,US,OK,Oklahoma,No,Basic,Master,02/02/2011,Employed,F,83527,Rural,Married,64,19,27,1,3,Personal Auto,Personal L1,Hail,Branch,39.127297999999996,Two-Door Car,Large
VF33776,US,OK,Oklahoma,No,Extended,High School or Below,02/06/2011,Employed,F,90289,Rural,Married,99,4,88,3,2,Corporate Auto,Corporate L1,Hail,Web,164.496171,Four-Door Car,Medsize
DO83038,US,MO,Missouri,No,Basic,College,1/21/11,Employed,F,64502,Rural,Married,70,22,49,0,2,Personal Auto,Personal L3,Hail,Call Center,39.336222,Two-Door Car,Medsize
DV38369,US,MO,Missouri,No,Basic,Bachelor,1/26/11,Unemployed,M,0,Suburban,Single,101,7,19,0,4,Corporate Auto,Corporate L2,Scratch/Dent,Web,727.2,SUV,Medsize
YS94121,US,OK,Oklahoma,No,Basic,High School or Below,2/27/11,Employed,M,50366,Suburban,Divorced,72,9,5,0,9,Personal Auto,Personal L1,Collision,Call Center,428.734656,Four-Door Car,Small
HV83672,US,IA,Iowa,No,Extended,Bachelor,02/09/2011,Employed,F,38772,Urban,Married,90,8,87,0,2,Personal Auto,Personal L1,Collision,Branch,321.87347400000004,Four-Door Car,Medsize
NE21279,US,MO,Missouri,No,Basic,Master,1/28/11,Unemployed,F,0,Suburban,Married,112,16,12,0,1,Personal Auto,Personal L3,Collision,Agent,537.6,SUV,Medsize
TX35617,US,MO,Missouri,No,Basic,Bachelor,1/22/11,Employed,F,50909,Urban,Married,112,11,39,0,1,Personal Auto,Personal L3,Hail,Branch,339.048157,SUV,Medsize
IS85460,US,MO,Missouri,No,Basic,High School or Below,01/10/2011,Employed,F,48993,Suburban,Married,74,6,29,0,4,Personal Auto,Personal L1,Hail,Call Center,810.461707,Two-Door Car,Medsize
IC78105,US,NE,Nebraska,No,Basic,High School or Below,1/16/11,Disabled,F,26444,Suburban,Married,196,4,14,0,1,Personal Auto,Personal L1,Collision,Branch,940.8,Luxury Car,Medsize
CX12134,US,OK,Oklahoma,No,Premium,High School or Below,1/31/11,Employed,M,32471,Suburban,Single,110,0,87,0,1,Personal Auto,Personal L2,Hail,Agent,528.0,Two-Door Car,Medsize
UF36172,US,IA,Iowa,No,Extended,High School or Below,2/22/11,Unemployed,F,0,Urban,Married,92,27,50,0,7,Personal Auto,Personal L3,Hail,Branch,428.06446500000004,Two-Door Car,Medsize
ZH89968,US,KS,Kansas,Yes,Premium,High School or Below,02/01/2011,Employed,F,59207,Suburban,Single,116,23,21,0,2,Personal Auto,Personal L2,Collision,Agent,556.8,Four-Door Car,Medsize
WV74449,US,KS,Kansas,No,Basic,College,02/12/2011,Unemployed,F,0,Urban,Married,117,0,65,0,4,Personal Auto,Personal L3,Scratch/Dent,Call Center,511.422666,SUV,Medsize
LE96510,US,IA,Iowa,No,Basic,High School or Below,1/30/11,Unemployed,F,0,Suburban,Married,74,0,52,0,1,Personal Auto,Personal L3,Collision,Call Center,355.2,Four-Door Car,Small
KX75698,US,IA,Iowa,No,Extended,High School or Below,01/08/2011,Employed,M,96587,Suburban,Married,138,31,99,0,1,Personal Auto,Personal L3,Hail,Agent,749.244062,SUV,Medsize
GD87742,US,IA,Iowa,No,Basic,College,1/26/11,Employed,F,58988,Suburban,Married,118,3,76,0,2,Personal Auto,Personal L3,Hail,Web,566.4,Sports Car,Medsize
KC75958,US,MO,Missouri,Yes,Basic,High School or Below,1/27/11,Unemployed,F,0,Suburban,Divorced,63,4,52,0,2,Personal Auto,Personal L1,Hail,Agent,685.12694,Four-Door Car,Medsize
WX19595,US,NE,Nebraska,No,Basic,High School or Below,01/01/2011,Unemployed,M,0,Suburban,Married,198,4,31,0,9,Personal Auto,Personal L2,Other,Agent,962.159318,Luxury Car,Small
JZ54775,US,NE,Nebraska,No,Extended,Bachelor,1/15/11,Employed,F,27688,Suburban,Married,92,8,86,0,9,Personal Auto,Personal L3,Collision,Agent,572.352362,Four-Door Car,Small
OH15771,US,MO,Missouri,No,Basic,Bachelor,01/10/2011,Unemployed,M,0,Suburban,Single,117,9,78,0,1,Personal Auto,Personal L3,Hail,Agent,561.6,SUV,Medsize
PD94851,US,OK,Oklahoma,No,Basic,Bachelor,1/29/11,Medical Leave,M,15585,Rural,Married,65,22,24,0,1,Personal Auto,Personal L3,Collision,Agent,67.618365,Two-Door Car,Medsize
UA38043,US,MO,Missouri,Yes,Basic,High School or Below,1/29/11,Retired,F,22283,Suburban,Divorced,65,16,93,0,1,Personal Auto,Personal L2,Collision,Branch,572.072106,Four-Door Car,Medsize
NE52009,US,MO,Missouri,No,Basic,College,01/02/2011,Employed,M,60500,Suburban,Married,110,27,92,0,2,Personal Auto,Personal L1,Scratch/Dent,Branch,770.4756309999999,Sports Car,Small
FQ33633,US,OK,Oklahoma,No,Basic,College,01/03/2011,Employed,F,37697,Rural,Married,112,35,8,0,1,Personal Auto,Personal L2,Other,Agent,38.403843,SUV,Small
JG77605,US,OK,Oklahoma,No,Basic,Bachelor,02/01/2011,Employed,F,30389,Urban,Married,73,34,66,0,4,Personal Auto,Personal L1,Hail,Web,278.932051,Four-Door Car,Medsize
FM61329,US,MO,Missouri,No,Basic,College,02/06/2011,Employed,M,50144,Suburban,Married,114,0,35,0,2,Personal Auto,Personal L3,Hail,Web,786.9341860000001,SUV,Medsize
OW15518,US,KS,Kansas,No,Extended,College,01/10/2011,Unemployed,F,0,Rural,Married,87,10,55,1,2,Personal Auto,Personal L2,Hail,Web,46.041452,Two-Door Car,Medsize
OM55336,US,OK,Oklahoma,Yes,Basic,College,02/06/2011,Employed,M,60920,Urban,Single,64,10,61,0,2,Personal Auto,Personal L2,Hail,Agent,231.20188599999997,Two-Door Car,Medsize
OH35544,US,OK,Oklahoma,No,Extended,College,1/21/11,Unemployed,F,0,Suburban,Single,82,14,23,0,6,Corporate Auto,Corporate L2,Scratch/Dent,Agent,863.9353070000001,Four-Door Car,Medsize
EA63660,US,MO,Missouri,No,Basic,College,1/24/11,Unemployed,F,0,Suburban,Single,118,29,45,0,2,Personal Auto,Personal L3,Collision,Agent,566.4,SUV,Medsize
KC11055,US,OK,Oklahoma,No,Extended,Bachelor,1/24/11,Employed,F,39411,Suburban,Married,217,4,29,2,4,Personal Auto,Personal L3,Scratch/Dent,Branch,1122.658899,Luxury Car,Medsize
AB23825,US,MO,Missouri,No,Extended,College,1/28/11,Employed,M,21509,Suburban,Single,81,24,24,1,2,Personal Auto,Personal L1,Other,Agent,413.492922,Two-Door Car,Medsize
UO12263,US,IA,Iowa,No,Basic,High School or Below,2/28/11,Unemployed,F,0,Suburban,Married,69,31,76,4,3,Corporate Auto,Corporate L1,Collision,Agent,331.2,Four-Door Car,Medsize
SO95845,US,MO,Missouri,No,Basic,College,01/07/2011,Employed,F,62447,Rural,Single,74,9,2,0,7,Personal Auto,Personal L3,Other,Call Center,133.977857,Two-Door Car,Medsize
CP27565,US,IA,Iowa,Yes,Basic,Bachelor,02/10/2011,Employed,M,44428,Suburban,Single,104,17,61,0,2,Special Auto,Special L3,Collision,Call Center,499.2,SUV,Medsize
AQ25590,US,KS,Kansas,No,Extended,High School or Below,02/05/2011,Medical Leave,F,20282,Suburban,Divorced,79,19,8,3,6,Personal Auto,Personal L2,Collision,Agent,507.54931500000004,Two-Door Car,Medsize
FE24232,US,OK,Oklahoma,No,Extended,High School or Below,1/17/11,Unemployed,F,0,Suburban,Married,124,13,31,0,1,Corporate Auto,Corporate L1,Hail,Web,630.85509,Sports Car,Medsize
XE86547,US,IA,Iowa,No,Basic,College,01/10/2011,Employed,M,58443,Suburban,Married,65,24,71,0,6,Personal Auto,Personal L3,Scratch/Dent,Agent,312.0,Four-Door Car,Small
FL50532,US,NE,Nebraska,No,Basic,Master,2/28/11,Employed,M,48866,Suburban,Married,103,5,76,0,3,Personal Auto,Personal L1,Scratch/Dent,Web,494.4,Sports Car,Medsize
BO81145,US,NE,Nebraska,No,Basic,Bachelor,1/24/11,Employed,M,21723,Suburban,Single,104,31,6,0,8,Personal Auto,Personal L2,Hail,Call Center,748.8,SUV,Medsize
NF25863,US,OK,Oklahoma,No,Extended,High School or Below,1/17/11,Employed,M,32150,Suburban,Married,98,21,64,0,8,Personal Auto,Personal L3,Collision,Call Center,470.4,Two-Door Car,Medsize
WL69218,US,IA,Iowa,No,Basic,Bachelor,1/24/11,Employed,F,54105,Suburban,Married,73,22,15,2,2,Personal Auto,Personal L3,Hail,Web,350.4,Two-Door Car,Medsize
YB57848,US,IA,Iowa,No,Extended,Doctor,01/02/2011,Employed,F,75716,Rural,Single,247,2,32,0,1,Personal Auto,Personal L3,Collision,Branch,562.088587,Luxury Car,Medsize
OZ64384,US,IA,Iowa,Yes,Basic,Bachelor,1/14/11,Employed,F,79090,Urban,Married,107,2,74,0,3,Personal Auto,Personal L3,Hail,Branch,289.040734,SUV,Medsize
PV39600,US,MO,Missouri,No,Premium,Bachelor,01/06/2011,Employed,M,24285,Suburban,Divorced,111,6,10,0,7,Personal Auto,Personal L3,Other,Agent,1257.527908,Two-Door Car,Small
EZ70589,US,KS,Kansas,Yes,Extended,College,1/28/11,Employed,F,70263,Rural,Married,93,30,66,0,5,Personal Auto,Personal L1,Hail,Call Center,7.3459460000000005,Two-Door Car,Small
HA45220,US,MO,Missouri,No,Basic,High School or Below,2/26/11,Employed,F,37874,Rural,Married,65,30,65,0,8,Corporate Auto,Corporate L3,Collision,Branch,41.016038,Four-Door Car,Large
JH73645,US,MO,Missouri,No,Basic,High School or Below,02/12/2011,Unemployed,M,0,Suburban,Single,71,4,64,4,2,Personal Auto,Personal L3,Hail,Call Center,839.593218,Four-Door Car,Small
ZB88708,US,OK,Oklahoma,No,Basic,Master,01/11/2011,Employed,M,78127,Rural,Married,69,5,6,0,1,Personal Auto,Personal L3,Scratch/Dent,Call Center,136.17256899999998,Four-Door Car,Medsize
MD47500,US,MO,Missouri,No,Basic,College,02/11/2011,Medical Leave,M,12153,Suburban,Single,69,23,9,1,8,Personal Auto,Personal L3,Collision,Branch,438.155584,Four-Door Car,Large
GE39783,US,IA,Iowa,No,Basic,College,01/04/2011,Employed,F,60752,Suburban,Married,67,4,19,0,7,Personal Auto,Personal L1,Collision,Agent,414.106436,Four-Door Car,Medsize
JP30654,US,IA,Iowa,No,Basic,College,2/24/11,Employed,F,48412,Suburban,Single,104,15,23,0,2,Personal Auto,Personal L3,Scratch/Dent,Agent,707.430832,SUV,Medsize
GN64199,US,IA,Iowa,No,Basic,Doctor,02/02/2011,Unemployed,F,0,Suburban,Single,73,2,35,0,1,Personal Auto,Personal L2,Collision,Branch,490.69099500000004,Four-Door Car,Medsize
VF32979,US,KS,Kansas,No,Basic,Bachelor,1/24/11,Employed,F,25472,Suburban,Divorced,73,5,86,0,9,Corporate Auto,Corporate L2,Collision,Branch,350.4,Four-Door Car,Medsize
TK38732,US,IA,Iowa,No,Extended,High School or Below,2/18/11,Employed,M,47824,Urban,Married,129,8,56,3,1,Personal Auto,Personal L2,Other,Agent,546.046853,SUV,Medsize
NG59515,US,MO,Missouri,No,Extended,College,1/29/11,Employed,M,52693,Suburban,Married,129,1,0,0,5,Personal Auto,Personal L2,Collision,Branch,619.2,SUV,Medsize
KH16079,US,KS,Kansas,No,Basic,High School or Below,02/12/2011,Unemployed,F,0,Suburban,Single,66,17,29,0,3,Personal Auto,Personal L1,Collision,Agent,470.57611900000006,Four-Door Car,Small
HJ19927,US,OK,Oklahoma,No,Basic,Master,2/16/11,Medical Leave,M,14775,Rural,Married,69,11,44,0,5,Personal Auto,Personal L3,Scratch/Dent,Agent,170.939409,Four-Door Car,Medsize
RY26286,US,MO,Missouri,No,Basic,College,01/05/2011,Employed,M,80846,Urban,Single,65,9,32,0,9,Corporate Auto,Corporate L2,Hail,Agent,227.18301499999998,Four-Door Car,Medsize
BL93659,US,MO,Missouri,No,Extended,Bachelor,2/14/11,Unemployed,M,0,Suburban,Married,80,17,96,0,5,Personal Auto,Personal L2,Collision,Call Center,384.0,Four-Door Car,Medsize
PC83755,US,IA,Iowa,Yes,Basic,High School or Below,1/15/11,Employed,M,95697,Rural,Married,61,16,55,0,1,Personal Auto,Personal L2,Hail,Agent,114.273025,Two-Door Car,Medsize
EO99750,US,OK,Oklahoma,No,Premium,Master,2/25/11,Employed,F,29053,Rural,Married,181,34,52,0,1,Personal Auto,Personal L3,Scratch/Dent,Web,404.95431,Sports Car,Small
AM26717,US,MO,Missouri,Yes,Basic,Bachelor,2/19/11,Unemployed,M,0,Suburban,Married,101,1,83,4,1,Personal Auto,Personal L1,Collision,Agent,960.115399,SUV,Large
JV58396,US,MO,Missouri,No,Extended,Bachelor,2/25/11,Unemployed,M,0,Suburban,Single,88,29,19,0,1,Personal Auto,Personal L1,Hail,Agent,422.4,Four-Door Car,Small
SG52649,US,KS,Kansas,Yes,Basic,High School or Below,02/04/2011,Retired,M,19683,Suburban,Married,117,17,41,1,9,Corporate Auto,Corporate L1,Collision,Web,561.6,Sports Car,Medsize
XB32430,US,MO,Missouri,No,Basic,Bachelor,1/23/11,Employed,M,68342,Rural,Married,72,33,39,0,5,Personal Auto,Personal L2,Other,Branch,148.738098,Four-Door Car,Medsize
FL77069,US,MO,Missouri,No,Basic,Bachelor,1/27/11,Employed,F,32397,Rural,Married,190,14,95,0,1,Corporate Auto,Corporate L1,Collision,Agent,334.626758,Luxury SUV,Small
KQ38375,US,MO,Missouri,No,Extended,Bachelor,02/10/2011,Unemployed,F,0,Suburban,Married,133,4,58,0,8,Personal Auto,Personal L2,Collision,Call Center,945.169882,SUV,Medsize
JI11950,US,MO,Missouri,No,Basic,High School or Below,2/18/11,Unemployed,F,0,Suburban,Married,63,21,78,0,7,Personal Auto,Personal L3,Collision,Agent,302.4,Two-Door Car,Medsize
TV75816,US,IA,Iowa,No,Basic,High School or Below,2/19/11,Employed,M,70911,Suburban,Single,63,20,13,3,1,Corporate Auto,Corporate L2,Hail,Agent,302.4,Two-Door Car,Medsize
NE16405,US,MO,Missouri,Yes,Basic,Bachelor,2/14/11,Employed,F,76731,Urban,Married,64,2,68,0,1,Personal Auto,Personal L2,Hail,Agent,201.455005,Four-Door Car,Medsize
SD96596,US,KS,Kansas,No,Extended,High School or Below,01/05/2011,Employed,F,34087,Urban,Single,235,12,49,0,6,Personal Auto,Personal L2,Collision,Branch,889.5185210000001,Luxury SUV,Medsize
UO43395,US,IA,Iowa,No,Basic,Master,1/31/11,Unemployed,M,0,Suburban,Single,100,31,80,0,1,Personal Auto,Personal L3,Collision,Agent,480.0,SUV,Medsize
FM10372,US,MO,Missouri,No,Extended,College,02/06/2011,Employed,F,82414,Rural,Divorced,95,10,85,0,1,Personal Auto,Personal L3,Other,Branch,30.423443,Four-Door Car,Large
SL70257,US,OK,Oklahoma,No,Basic,College,02/04/2011,Employed,F,77156,Suburban,Divorced,73,30,39,0,7,Personal Auto,Personal L2,Collision,Branch,445.817914,Four-Door Car,Small
BL55947,US,MO,Missouri,No,Basic,College,1/18/11,Employed,M,76675,Rural,Married,72,5,38,0,9,Personal Auto,Personal L2,Other,Agent,141.718568,Four-Door Car,Small
YG87460,US,NE,Nebraska,No,Basic,College,1/16/11,Unemployed,M,0,Urban,Married,71,8,59,1,1,Personal Auto,Personal L2,Scratch/Dent,Branch,244.587596,Four-Door Car,Medsize
PU25891,US,IA,Iowa,No,Basic,High School or Below,01/11/2011,Employed,F,80536,Rural,Married,119,5,83,0,3,Special Auto,Special L2,Collision,Branch,53.798708,Sports Car,Medsize
MR46875,US,KS,Kansas,No,Basic,Master,1/13/11,Employed,M,41126,Urban,Divorced,61,28,89,0,8,Corporate Auto,Corporate L2,Scratch/Dent,Call Center,199.281404,Four-Door Car,Medsize
NM77735,US,IA,Iowa,No,Basic,Bachelor,02/04/2011,Employed,F,47593,Urban,Single,72,33,52,0,2,Personal Auto,Personal L1,Collision,Call Center,344.137073,Four-Door Car,Medsize
FG16885,US,NE,Nebraska,No,Premium,College,2/27/11,Unemployed,M,0,Suburban,Single,146,7,50,0,2,Personal Auto,Personal L2,Hail,Web,1055.43784,SUV,Medsize
RV95842,US,MO,Missouri,No,Extended,College,02/07/2011,Retired,M,29692,Suburban,Divorced,77,3,53,0,2,Personal Auto,Personal L2,Hail,Branch,449.35213899999997,Four-Door Car,Medsize
QE73187,US,IA,Iowa,No,Basic,High School or Below,02/01/2011,Employed,M,66152,Suburban,Married,111,14,18,0,1,Corporate Auto,Corporate L2,Hail,Call Center,532.8,SUV,Medsize
EC44438,US,OK,Oklahoma,No,Basic,Bachelor,01/02/2011,Medical Leave,F,19352,Suburban,Married,65,16,0,0,1,Personal Auto,Personal L3,Collision,Branch,724.463534,Four-Door Car,Small
KC19420,US,MO,Missouri,No,Extended,College,01/11/2011,Disabled,F,19589,Suburban,Married,127,26,44,0,1,Personal Auto,Personal L3,Collision,Agent,1027.0105119999998,SUV,Large
NN79124,US,OK,Oklahoma,No,Basic,Bachelor,1/13/11,Employed,M,90156,Urban,Married,114,16,6,0,1,Personal Auto,Personal L1,Hail,Call Center,388.346716,SUV,Small
RL74454,US,OK,Oklahoma,No,Basic,Bachelor,02/06/2011,Employed,F,33171,Urban,Married,65,27,17,0,3,Personal Auto,Personal L3,Hail,Branch,236.643695,Four-Door Car,Medsize
LI13735,US,IA,Iowa,No,Extended,Bachelor,02/03/2011,Employed,F,85586,Rural,Married,77,11,55,0,1,Personal Auto,Personal L3,Other,Call Center,13.444132000000002,Two-Door Car,Medsize
YO14199,US,IA,Iowa,No,Basic,High School or Below,2/19/11,Employed,M,30825,Suburban,Single,68,15,21,0,1,Personal Auto,Personal L1,Scratch/Dent,Web,326.4,Four-Door Car,Small
HE72629,US,NE,Nebraska,No,Extended,Bachelor,02/10/2011,Unemployed,F,0,Rural,Divorced,80,31,67,0,1,Personal Auto,Personal L3,Collision,Branch,16.524885,Two-Door Car,Large
ZG94155,US,IA,Iowa,No,Extended,Bachelor,2/24/11,Unemployed,M,0,Rural,Married,82,26,12,0,9,Personal Auto,Personal L3,Collision,Branch,192.7604,Two-Door Car,Large
QZ81258,US,IA,Iowa,Yes,Basic,College,1/27/11,Unemployed,F,0,Suburban,Single,68,19,2,3,2,Personal Auto,Personal L3,Collision,Agent,326.4,Four-Door Car,Large
PS47550,US,MO,Missouri,No,Basic,High School or Below,1/13/11,Employed,F,80237,Suburban,Married,108,4,71,0,2,Personal Auto,Personal L3,Collision,Branch,776.601764,SUV,Medsize
YT84266,US,IA,Iowa,No,Basic,College,2/17/11,Employed,M,29256,Suburban,Married,63,33,41,0,5,Personal Auto,Personal L1,Other,Branch,302.4,Four-Door Car,Medsize
AF37776,US,MO,Missouri,No,Extended,Bachelor,1/16/11,Employed,F,80192,Rural,Married,129,8,69,0,9,Personal Auto,Personal L1,Scratch/Dent,Call Center,200.662297,SUV,Large
KU94282,US,IA,Iowa,No,Basic,Master,1/16/11,Employed,F,62900,Rural,Married,62,3,12,0,2,Personal Auto,Personal L2,Hail,Agent,83.897335,Two-Door Car,Medsize
WY53775,US,NE,Nebraska,Yes,Basic,High School or Below,02/04/2011,Retired,M,19683,Suburban,Married,117,17,41,1,9,Personal Auto,Personal L1,Collision,Web,561.6,Sports Car,Medsize
MO68226,US,MO,Missouri,Yes,Extended,College,1/28/11,Employed,F,70263,Rural,Married,93,30,66,0,5,Personal Auto,Personal L2,Hail,Call Center,7.3459460000000005,Two-Door Car,Small
BV91898,US,NE,Nebraska,No,Basic,Bachelor,02/03/2011,Unemployed,F,0,Suburban,Single,103,9,72,0,2,Personal Auto,Personal L1,Scratch/Dent,Web,1060.310769,SUV,Medsize
OP75571,US,NE,Nebraska,No,Basic,College,2/24/11,Employed,F,40635,Suburban,Divorced,102,4,45,0,6,Personal Auto,Personal L3,Scratch/Dent,Call Center,489.6,SUV,Medsize
FS37417,US,NE,Nebraska,No,Basic,High School or Below,2/23/11,Unemployed,F,0,Suburban,Married,101,29,12,0,1,Personal Auto,Personal L2,Collision,Call Center,484.8,SUV,Small
FP11025,US,MO,Missouri,No,Basic,Bachelor,01/10/2011,Employed,F,57938,Urban,Married,101,6,36,0,3,Special Auto,Special L3,Scratch/Dent,Branch,282.45820299999997,SUV,Large
DZ89536,US,IA,Iowa,Yes,Extended,Master,1/16/11,Employed,M,60244,Urban,Married,83,3,72,3,1,Corporate Auto,Corporate L3,Scratch/Dent,Agent,326.281835,Four-Door Car,Medsize
HO38996,US,IA,Iowa,No,Basic,High School or Below,2/17/11,Unemployed,M,0,Suburban,Married,67,1,19,0,1,Special Auto,Special L2,Other,Call Center,321.6,Four-Door Car,Medsize
CE17855,US,IA,Iowa,No,Extended,Master,01/02/2011,Employed,F,68745,Suburban,Married,80,5,42,0,1,Personal Auto,Personal L3,Other,Branch,473.613006,Four-Door Car,Medsize
DB50188,US,MO,Missouri,No,Basic,College,2/20/11,Employed,M,23006,Suburban,Married,113,17,60,0,1,Personal Auto,Personal L3,Collision,Branch,792.104571,SUV,Medsize
JW58698,US,IA,Iowa,No,Extended,College,1/19/11,Employed,F,70277,Rural,Married,80,23,4,0,1,Personal Auto,Personal L3,Hail,Web,84.81880600000001,Four-Door Car,Small
XJ97760,US,MO,Missouri,No,Basic,Master,01/01/2011,Employed,M,35039,Urban,Single,61,7,87,0,8,Personal Auto,Personal L1,Collision,Call Center,254.30899100000002,Four-Door Car,Medsize
YP19985,US,MO,Missouri,No,Basic,Bachelor,01/12/2011,Employed,M,83073,Rural,Married,71,15,46,0,3,Corporate Auto,Corporate L3,Scratch/Dent,Call Center,10.42277,Two-Door Car,Medsize
QK37708,US,MO,Missouri,No,Basic,Bachelor,1/24/11,Employed,M,50146,Suburban,Married,116,6,44,1,1,Personal Auto,Personal L3,Hail,Branch,759.291202,SUV,Medsize
LE26899,US,MO,Missouri,No,Basic,Doctor,2/15/11,Unemployed,M,0,Urban,Married,63,8,27,0,9,Personal Auto,Personal L2,Scratch/Dent,Branch,272.843439,Four-Door Car,Medsize
ES82658,US,IA,Iowa,No,Extended,Master,01/03/2011,Employed,M,46648,Rural,Divorced,81,8,26,0,7,Personal Auto,Personal L3,Other,Web,123.576765,Four-Door Car,Medsize
LX15904,US,KS,Kansas,No,Basic,High School or Below,01/06/2011,Employed,F,39393,Suburban,Married,70,24,56,1,1,Special Auto,Special L2,Hail,Agent,405.883346,Four-Door Car,Medsize
NG66579,US,IA,Iowa,No,Basic,Bachelor,01/06/2011,Employed,M,41869,Urban,Married,64,5,52,0,6,Personal Auto,Personal L3,Hail,Web,262.12205,Two-Door Car,Medsize
AC22873,US,NE,Nebraska,No,Extended,High School or Below,02/03/2011,Medical Leave,F,17120,Suburban,Married,125,14,95,0,1,Special Auto,Special L3,Collision,Agent,717.2859490000001,SUV,Medsize
TF61492,US,KS,Kansas,No,Extended,College,01/09/2011,Unemployed,F,0,Suburban,Single,92,30,64,3,9,Personal Auto,Personal L3,Collision,Branch,662.4,Four-Door Car,Medsize
SG54382,US,NE,Nebraska,No,Extended,Bachelor,02/03/2011,Employed,M,25964,Suburban,Married,76,21,87,2,2,Corporate Auto,Corporate L3,Collision,Branch,364.8,Four-Door Car,Medsize
TW42649,US,KS,Kansas,No,Basic,College,02/01/2011,Unemployed,F,0,Urban,Married,67,0,14,0,1,Corporate Auto,Corporate L2,Hail,Call Center,222.90346200000002,Two-Door Car,Medsize
WV69362,US,NE,Nebraska,No,Extended,High School or Below,2/23/11,Unemployed,F,0,Suburban,Single,99,12,77,0,4,Corporate Auto,Corporate L3,Hail,Call Center,475.2,Two-Door Car,Medsize
