Customer,Country,State Code,State,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Claim Reason,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
QG45324,US,IA,Iowa,No,Basic,High School or Below,01/02/2011,Unemployed,F,0,Suburban,Married,73,9,14,0,2,Personal Auto,Personal L2,Collision,Agent,350.4,Four-Door Car,Medsize
MN61620,US,NE,Nebraska,No,Extended,College,1/31/11,Employed,F,67752,Rural,Single,131,4,40,4,9,Personal Auto,Personal L2,Collision,Web,168.517149,Sports Car,Small
YH86390,US,MO,Missouri,No,Basic,Bachelor,1/16/11,Disabled,F,25398,Suburban,Divorced,64,30,80,0,6,Corporate Auto,Corporate L3,Hail,Agent,307.2,Four-Door Car,Medsize
FY13480,US,MO,Missouri,No,Extended,High School or Below,2/18/11,Unemployed,M,0,Suburban,Single,88,30,19,0,4,Personal Auto,Personal L3,Collision,Web,633.6,Four-Door Car,Medsize
YH61661,US,MO,Missouri,No,Basic,High School or Below,01/02/2011,Employed,M,33321,Suburban,Married,105,6,2,0,3,Special Auto,Special L1,Hail,Branch,504,SUV,Medsize
NL93182,US,OK,Oklahoma,No,Extended,Bachelor,1/20/11,Unemployed,M,0,Suburban,Single,78,13,32,0,1,Corporate Auto,Corporate L3,Hail,Web,845.654042,Four-Door Car,Small
UM45563,US,KS,Kansas,No,Basic,Bachelor,1/27/11,Employed,M,68798,Rural,Single,114,19,69,0,1,Personal Auto,Personal L2,Hail,Call Center,92.915251,SUV,Medsize
WE68644,US,IA,Iowa,No,Basic,Bachelor,1/26/11,Medical Leave,F,20325,Suburban,Married,100,4,6,0,1,Personal Auto,Personal L3,Collision,Branch,668.29397,Sports Car,Medsize
EZ30498,US,IA,Iowa,No,Basic,Bachelor,2/15/11,Medical Leave,M,13129,Suburban,Married,117,15,93,0,6,Personal Auto,Personal L3,Collision,Web,700.901632,SUV,Medsize
QY74517,US,IA,Iowa,No,Basic,High School or Below,01/07/2011,Unemployed,F,0,Suburban,Single,73,24,57,0,4,Personal Auto,Personal L3,Collision,Branch,525.6,Four-Door Car,Large
NM88660,US,OK,Oklahoma,No,Extended,Master,01/10/2011,Employed,M,49080,Rural,Single,91,14,68,0,1,Corporate Auto,Corporate L2,Collision,Agent,25.299,Four-Door Car,Small
MZ82036,US,OK,Oklahoma,No,Basic,College,2/20/11,Employed,M,42536,Suburban,Divorced,63,30,57,0,6,Personal Auto,Personal L1,Hail,Branch,375.330097,Four-Door Car,Medsize
ID20929,US,IA,Iowa,No,Basic,Bachelor,1/18/11,Medical Leave,M,29926,Suburban,Divorced,74,25,34,0,1,Corporate Auto,Corporate L1,Collision,Branch,418.233667,Four-Door Car,Medsize
EY50028,US,OK,Oklahoma,No,Extended,Doctor,1/24/11,Unemployed,M,0,Urban,Married,86,5,55,0,1,Corporate Auto,Corporate L3,Hail,Agent,398.240791,Two-Door Car,Medsize
TT82373,US,MO,Missouri,No,Extended,Bachelor,01/08/2011,Employed,F,21450,Suburban,Married,138,15,35,0,4,Personal Auto,Personal L2,Collision,Branch,938.513425,Sports Car,Medsize
OH64088,US,MO,Missouri,No,Basic,High School or Below,02/09/2011,Employed,M,33345,Suburban,Single,65,32,52,0,2,Corporate Auto,Corporate L1,Collision,Agent,338.619869,Four-Door Car,Medsize
SK97780,US,MO,Missouri,No,Extended,Bachelor,2/16/11,Medical Leave,F,15752,Urban,Married,90,27,37,0,2,Corporate Auto,Corporate L3,Collision,Branch,339.344531,Two-Door Car,Large
IO33050,US,IA,Iowa,No,Basic,High School or Below,01/10/2011,Employed,F,40169,Urban,Divorced,65,1,47,1,3,Personal Auto,Personal L3,Collision,Call Center,302.818833,Four-Door Car,Medsize
XA55917,US,MO,Missouri,No,Basic,College,2/28/11,Disabled,F,26049,Suburban,Married,113,10,15,1,9,Personal Auto,Personal L1,Collision,Web,619.165344,SUV,Medsize
JK32620,US,OK,Oklahoma,No,Basic,College,1/22/11,Unemployed,M,0,Suburban,Single,68,3,4,0,1,Personal Auto,Personal L3,Hail,Web,326.4,Four-Door Car,Medsize
RQ19236,US,NE,Nebraska,No,Basic,Doctor,01/05/2011,Employed,M,55411,Urban,Married,100,24,53,0,4,Personal Auto,Personal L2,Hail,Web,259.561195,Sports Car,Medsize
QC47433,US,IA,Iowa,No,Basic,College,1/21/11,Medical Leave,M,12459,Suburban,Married,70,4,41,0,1,Personal Auto,Personal L2,Hail,Branch,336,Four-Door Car,Small
RA93608,US,IA,Iowa,No,Extended,Bachelor,1/24/11,Employed,M,64620,Suburban,Married,76,24,32,1,2,Personal Auto,Personal L2,Collision,Agent,364.8,Two-Door Car,Small
XH97711,US,MO,Missouri,No,Basic,Bachelor,1/14/11,Employed,M,83140,Urban,Married,61,25,70,0,1,Corporate Auto,Corporate L3,Other,Agent,179.161843,Four-Door Car,Medsize
AU96286,US,IA,Iowa,No,Extended,Bachelor,1/19/11,Unemployed,F,0,Suburban,Single,92,20,50,0,1,Corporate Auto,Corporate L1,Other,Web,662.4,Four-Door Car,Medsize
KC17170,US,NE,Nebraska,No,Basic,Bachelor,1/31/11,Employed,F,54422,Rural,Married,68,9,8,0,5,Corporate Auto,Corporate L3,Collision,Branch,75.501852,Four-Door Car,Medsize
ZN47335,US,MO,Missouri,No,Extended,College,2/16/11,Employed,M,68309,Rural,Divorced,131,4,67,0,9,Corporate Auto,Corporate L3,Collision,Web,306.983596,SUV,Small
EI46264,US,MO,Missouri,No,Basic,High School or Below,01/12/2011,Employed,M,56621,Rural,Married,65,27,36,2,1,Personal Auto,Personal L2,Hail,Branch,84.026848,Four-Door Car,Medsize
EK87864,US,NE,Nebraska,No,Basic,College,01/06/2011,Employed,F,38977,Rural,Married,70,27,22,0,1,Special Auto,Special L2,Collision,Agent,139.489926,Four-Door Car,Medsize
GV45403,US,NE,Nebraska,No,Premium,Bachelor,1/23/11,Unemployed,M,0,Suburban,Divorced,111,32,13,0,3,Corporate Auto,Corporate L2,Collision,Branch,607.4459,Two-Door Car,Medsize
QK31192,US,NE,Nebraska,No,Premium,High School or Below,2/18/11,Unemployed,M,0,Suburban,Married,114,12,43,0,1,Corporate Auto,Corporate L2,Other,Branch,631.124372,Two-Door Car,Medsize
LU89008,US,NE,Nebraska,No,Extended,College,02/07/2011,Unemployed,F,0,Suburban,Single,83,35,87,0,8,Personal Auto,Personal L3,Collision,Agent,628.023494,Four-Door Car,Medsize
NS10490,US,IA,Iowa,No,Basic,Bachelor,2/26/11,Employed,F,83235,Suburban,Married,70,16,33,0,2,Personal Auto,Personal L3,Hail,Agent,336,Two-Door Car,Medsize
KL98495,US,OK,Oklahoma,No,Basic,College,01/05/2011,Unemployed,M,0,Suburban,Married,74,7,93,0,2,Personal Auto,Personal L2,Collision,Agent,426.655599,Two-Door Car,Medsize
IU96845,US,NE,Nebraska,No,Extended,College,02/10/2011,Employed,M,32390,Rural,Married,80,20,36,0,8,Personal Auto,Personal L3,Collision,Call Center,91.417923,Four-Door Car,Medsize
QL93655,US,IA,Iowa,No,Extended,High School or Below,01/12/2011,Employed,F,66538,Urban,Married,95,14,64,0,2,Personal Auto,Personal L3,Hail,Agent,317.844812,Two-Door Car,Medsize
QZ42725,US,KS,Kansas,No,Basic,Bachelor,01/01/2011,Unemployed,F,0,Suburban,Single,64,12,24,0,1,Personal Auto,Personal L3,Hail,Agent,460.8,Four-Door Car,Medsize
LZ34046,US,IA,Iowa,Yes,Basic,Bachelor,1/31/11,Employed,M,76358,Rural,Married,66,25,3,0,2,Personal Auto,Personal L1,Scratch/Dent,Agent,86.461582,Four-Door Car,Medsize
ZH19885,US,KS,Kansas,Yes,Basic,High School or Below,2/14/11,Employed,F,43860,Rural,Single,65,15,58,0,1,Personal Auto,Personal L3,Hail,Agent,156.124914,Four-Door Car,Medsize
YE88490,US,NE,Nebraska,Yes,Basic,College,2/24/11,Employed,F,55350,Suburban,Married,67,0,13,0,9,Personal Auto,Personal L2,Collision,Agent,321.6,Four-Door Car,Medsize
YC80498,US,MO,Missouri,Yes,Basic,College,02/01/2011,Medical Leave,F,12964,Suburban,Single,65,2,37,0,4,Personal Auto,Personal L1,Collision,Web,362.774545,Two-Door Car,Medsize
AI85843,US,NE,Nebraska,No,Extended,Master,01/06/2011,Employed,F,33288,Urban,Married,86,1,27,2,9,Personal Auto,Personal L3,Collision,Branch,221.856184,Four-Door Car,Medsize
XD66024,US,NE,Nebraska,No,Extended,College,1/27/11,Unemployed,F,0,Suburban,Single,84,31,25,0,3,Personal Auto,Personal L3,Scratch/Dent,Call Center,980.169081,Four-Door Car,Medsize
FY51713,US,NE,Nebraska,No,Extended,Bachelor,01/07/2011,Employed,F,56168,Suburban,Married,88,13,20,0,1,Personal Auto,Personal L1,Collision,Branch,614.675906,Four-Door Car,Small
PH26378,US,MO,Missouri,No,Extended,College,1/31/11,Unemployed,M,0,Suburban,Single,92,3,28,0,4,Personal Auto,Personal L3,Collision,Agent,662.4,Four-Door Car,Medsize
WQ18638,US,IA,Iowa,No,Basic,High School or Below,2/25/11,Employed,M,23105,Suburban,Married,69,15,21,0,3,Personal Auto,Personal L3,Hail,Agent,331.2,Two-Door Car,Small
KY14688,US,IA,Iowa,No,Basic,Master,01/03/2011,Employed,F,36218,Rural,Married,68,6,83,0,1,Personal Auto,Personal L1,Scratch/Dent,Branch,145.252168,Four-Door Car,Large
TC97762,US,MO,Missouri,No,Basic,High School or Below,2/27/11,Employed,F,52275,Suburban,Married,62,6,88,0,5,Corporate Auto,Corporate L3,Scratch/Dent,Branch,374.240783,Four-Door Car,Medsize
QC87108,US,IA,Iowa,No,Basic,College,1/19/11,Employed,F,49665,Suburban,Single,74,5,51,0,2,Personal Auto,Personal L3,Scratch/Dent,Web,355.2,Four-Door Car,Large
CX12134,US,OK,Oklahoma,No,Premium,High School or Below,1/31/11,Employed,M,32471,Suburban,Single,110,0,87,0,1,Personal Auto,Personal L2,Hail,Agent,528,Two-Door Car,Medsize
SM73248,US,NE,Nebraska,No,Extended,High School or Below,1/21/11,Unemployed,M,0,Suburban,Single,86,12,89,1,2,Corporate Auto,Corporate L1,Collision,Agent,619.2,Two-Door Car,Medsize
CK19789,US,MO,Missouri,No,Basic,Master,2/14/11,Employed,F,62773,Rural,Married,73,19,57,0,9,Personal Auto,Personal L3,Other,Branch,80.669257,Four-Door Car,Medsize
UV12583,US,MO,Missouri,No,Basic,College,2/18/11,Employed,F,76694,Suburban,Married,117,34,23,0,1,Personal Auto,Personal L1,Other,Agent,561.6,SUV,Medsize
JC11405,US,IA,Iowa,Yes,Premium,High School or Below,02/08/2011,Employed,M,55687,Suburban,Divorced,276,33,91,0,1,Personal Auto,Personal L3,Collision,Agent,1324.8,Luxury SUV,Medsize
KA89683,US,NE,Nebraska,No,Basic,High School or Below,1/30/11,Unemployed,F,0,Suburban,Single,70,20,81,0,1,Personal Auto,Personal L1,Collision,Branch,504,Four-Door Car,Small
BG85305,US,OK,Oklahoma,No,Extended,Doctor,1/28/11,Employed,M,36633,Suburban,Single,96,20,61,1,1,Personal Auto,Personal L2,Hail,Call Center,460.8,Four-Door Car,Medsize
UQ87917,US,IA,Iowa,No,Basic,High School or Below,1/24/11,Employed,M,77060,Urban,Married,106,23,90,0,2,Personal Auto,Personal L2,Collision,Branch,468.566133,SUV,Medsize
XN11823,US,OK,Oklahoma,No,Extended,Bachelor,2/17/11,Employed,F,92600,Suburban,Single,94,9,48,0,1,Corporate Auto,Corporate L2,Scratch/Dent,Web,842.43785,Two-Door Car,Small
OS46571,US,MO,Missouri,No,Basic,High School or Below,02/04/2011,Unemployed,M,0,Suburban,Single,66,2,75,0,2,Personal Auto,Personal L3,Collision,Branch,475.2,Four-Door Car,Small
PX17116,US,OK,Oklahoma,No,Basic,College,1/20/11,Unemployed,M,0,Suburban,Single,111,6,24,2,1,Corporate Auto,Corporate L2,Collision,Agent,1171.93117,SUV,Medsize
RP19541,US,NE,Nebraska,Yes,Basic,College,02/03/2011,Employed,M,64801,Urban,Married,64,23,19,0,2,Personal Auto,Personal L3,Hail,Web,268.471802,Four-Door Car,Medsize
ZR25747,US,IA,Iowa,No,Premium,College,02/06/2011,Employed,F,45257,Suburban,Married,103,33,90,0,4,Corporate Auto,Corporate L1,Scratch/Dent,Call Center,494.4,Two-Door Car,Medsize
NQ86532,US,MO,Missouri,No,Basic,High School or Below,1/22/11,Medical Leave,M,26854,Suburban,Married,66,31,70,0,1,Personal Auto,Personal L3,Collision,Agent,475.2,Four-Door Car,Small
JY27336,US,IA,Iowa,No,Basic,College,2/22/11,Employed,F,85840,Rural,Married,102,14,79,2,4,Corporate Auto,Corporate L3,Hail,Agent,138.722385,SUV,Medsize
PB54378,US,IA,Iowa,No,Basic,Doctor,1/29/11,Medical Leave,F,26463,Suburban,Married,72,28,93,0,2,Corporate Auto,Corporate L2,Collision,Branch,345.6,Four-Door Car,Medsize
SV38190,US,OK,Oklahoma,No,Extended,Bachelor,1/13/11,Employed,F,30689,Suburban,Married,81,23,51,0,5,Personal Auto,Personal L2,Other,Branch,467.24802,Four-Door Car,Medsize
CV24005,US,IA,Iowa,No,Basic,High School or Below,2/13/11,Employed,M,29590,Suburban,Married,66,17,18,0,1,Corporate Auto,Corporate L3,Hail,Agent,467.503236,Two-Door Car,Small
EX28656,US,IA,Iowa,No,Premium,College,02/10/2011,Employed,F,25965,Suburban,Divorced,253,15,59,0,1,Personal Auto,Personal L1,Hail,Agent,1214.4,Luxury SUV,Medsize
CF57022,US,IA,Iowa,No,Extended,Bachelor,1/26/11,Medical Leave,M,17269,Suburban,Married,139,3,31,0,5,Personal Auto,Personal L1,Collision,Branch,667.2,SUV,Small
GM16780,US,IA,Iowa,No,Extended,College,02/07/2011,Employed,M,90330,Rural,Single,137,0,86,3,2,Corporate Auto,Corporate L3,Collision,Call Center,192.085299,Sports Car,Medsize
BX94438,US,MO,Missouri,No,Basic,High School or Below,01/07/2011,Unemployed,F,0,Suburban,Married,113,34,5,0,8,Corporate Auto,Corporate L2,Collision,Call Center,619.973889,SUV,Medsize
RM41745,US,MO,Missouri,No,Premium,High School or Below,1/18/11,Unemployed,F,0,Suburban,Married,110,20,66,0,7,Personal Auto,Personal L3,Collision,Agent,1002.782553,Four-Door Car,Medsize
XR70252,US,MO,Missouri,No,Basic,High School or Below,2/22/11,Unemployed,F,0,Suburban,Married,67,2,49,1,3,Personal Auto,Personal L2,Hail,Web,321.6,Two-Door Car,Medsize
YH92099,US,NE,Nebraska,No,Extended,Bachelor,1/16/11,Disabled,F,18558,Suburban,Married,80,17,23,0,1,Special Auto,Special L1,Collision,Agent,384,Four-Door Car,Medsize
SG81493,US,NE,Nebraska,No,Premium,Bachelor,01/01/2011,Employed,M,46384,Rural,Married,113,33,93,0,1,Corporate Auto,Corporate L1,Hail,Web,251.774574,Four-Door Car,Medsize
ZX23819,US,IA,Iowa,No,Basic,High School or Below,02/10/2011,Unemployed,F,0,Suburban,Single,72,1,77,0,2,Personal Auto,Personal L3,Hail,Call Center,866.208321,Two-Door Car,Large
FJ54907,US,IA,Iowa,No,Basic,College,01/09/2011,Employed,F,42303,Suburban,Married,180,24,66,0,1,Personal Auto,Personal L2,Hail,Agent,1210.920949,Luxury SUV,Medsize
CU26127,US,MO,Missouri,No,Extended,Bachelor,02/02/2011,Employed,F,71731,Urban,Single,130,12,50,0,2,Corporate Auto,Corporate L2,Collision,Branch,599.648466,SUV,Medsize
YH60476,US,IA,Iowa,Yes,Basic,High School or Below,2/26/11,Employed,M,51066,Suburban,Single,74,23,0,0,8,Corporate Auto,Corporate L3,Hail,Call Center,787.993313,Four-Door Car,Medsize
ZZ97035,US,MO,Missouri,No,Extended,College,02/01/2011,Unemployed,M,0,Suburban,Single,203,20,66,0,2,Corporate Auto,Corporate L1,Collision,Branch,2027.724442,Luxury Car,Small
GE82737,US,OK,Oklahoma,No,Extended,Bachelor,2/14/11,Unemployed,F,0,Suburban,Single,86,19,93,3,5,Personal Auto,Personal L3,Collision,Agent,619.2,Four-Door Car,Small
KY21873,US,NE,Nebraska,No,Basic,College,2/25/11,Unemployed,M,0,Rural,Married,69,16,45,0,6,Personal Auto,Personal L1,Scratch/Dent,Agent,72.852047,Two-Door Car,Medsize
UA51318,US,NE,Nebraska,No,Basic,High School or Below,2/17/11,Employed,F,26173,Suburban,Single,68,2,10,1,9,Corporate Auto,Corporate L1,Hail,Web,449.819671,Four-Door Car,Medsize
BV55014,US,IA,Iowa,No,Basic,Bachelor,02/08/2011,Employed,M,24445,Suburban,Single,63,18,15,0,2,Personal Auto,Personal L3,Collision,Agent,302.4,Two-Door Car,Medsize
HX21307,US,IA,Iowa,Yes,Basic,College,2/25/11,Employed,M,72302,Suburban,Divorced,66,6,27,0,1,Personal Auto,Personal L3,Collision,Agent,316.8,Two-Door Car,Medsize
LQ68252,US,IA,Iowa,No,Basic,High School or Below,02/11/2011,Retired,M,27208,Suburban,Single,102,10,65,0,1,Personal Auto,Personal L2,Collision,Web,489.6,SUV,Medsize
CR92802,US,MO,Missouri,Yes,Basic,Master,01/03/2011,Employed,F,36650,Rural,Married,69,2,70,1,1,Special Auto,Special L2,Hail,Web,56.60333,Four-Door Car,Large
SL35268,US,NE,Nebraska,No,Basic,College,01/04/2011,Employed,M,30855,Urban,Married,68,7,15,0,7,Corporate Auto,Corporate L3,Hail,Web,259.060862,Four-Door Car,Medsize
RD62882,US,NE,Nebraska,Yes,Extended,Bachelor,1/27/11,Unemployed,F,0,Suburban,Divorced,95,13,20,0,5,Personal Auto,Personal L3,Collision,Call Center,456,Two-Door Car,Large
JS42382,US,IA,Iowa,No,Extended,Master,1/27/11,Employed,M,99960,Suburban,Married,76,19,83,0,4,Corporate Auto,Corporate L3,Collision,Agent,364.8,Four-Door Car,Small
BT30554,US,NE,Nebraska,No,Extended,Bachelor,2/13/11,Unemployed,F,0,Suburban,Single,98,1,15,0,2,Personal Auto,Personal L3,Collision,Agent,470.4,Four-Door Car,Large
VP57424,US,OK,Oklahoma,No,Extended,Bachelor,01/08/2011,Employed,F,55873,Urban,Married,88,30,19,0,6,Personal Auto,Personal L2,Hail,Agent,299.356083,Four-Door Car,Small
VU19243,US,NE,Nebraska,No,Premium,High School or Below,2/26/11,Medical Leave,F,18052,Suburban,Divorced,111,5,71,0,1,Personal Auto,Personal L1,Scratch/Dent,Web,699.1679,Four-Door Car,Medsize
TA82973,US,IA,Iowa,No,Basic,High School or Below,02/01/2011,Employed,F,28937,Rural,Divorced,104,28,23,2,6,Personal Auto,Personal L3,Collision,Call Center,117.959654,SUV,Medsize
GK71720,US,IA,Iowa,No,Extended,High School or Below,1/16/11,Unemployed,F,0,Suburban,Single,86,34,80,0,5,Personal Auto,Personal L3,Collision,Call Center,545.240341,Four-Door Car,Medsize
OQ61223,US,MO,Missouri,Yes,Basic,College,2/28/11,Unemployed,M,0,Suburban,Divorced,73,9,94,0,2,Personal Auto,Personal L2,Collision,Agent,350.4,Two-Door Car,Medsize
LL62746,US,IA,Iowa,No,Basic,Doctor,02/06/2011,Medical Leave,M,12829,Urban,Married,118,33,1,0,9,Personal Auto,Personal L1,Hail,Call Center,328.231432,SUV,Medsize
JQ56711,US,IA,Iowa,No,Basic,Master,02/02/2011,Employed,F,92163,Rural,Married,73,3,79,0,6,Personal Auto,Personal L3,Scratch/Dent,Web,66.568642,Two-Door Car,Medsize
AW77988,US,IA,Iowa,No,Basic,High School or Below,01/06/2011,Disabled,M,17588,Suburban,Single,192,24,92,0,2,Personal Auto,Personal L1,Collision,Web,1382.4,Luxury Car,Medsize
HF75891,US,KS,Kansas,No,Basic,High School or Below,02/11/2011,Employed,F,82302,Suburban,Married,106,11,92,0,1,Personal Auto,Personal L2,Collision,Branch,722.178166,SUV,Medsize
MY97912,US,NE,Nebraska,No,Extended,College,1/13/11,Unemployed,M,0,Suburban,Divorced,127,19,40,0,2,Personal Auto,Personal L3,Collision,Call Center,609.6,SUV,Medsize
IB87349,US,MO,Missouri,No,Premium,High School or Below,2/25/11,Employed,M,70340,Suburban,Married,113,5,56,0,1,Special Auto,Special L2,Collision,Agent,542.4,Four-Door Car,Small
AW73065,US,IA,Iowa,No,Basic,High School or Below,02/06/2011,Unemployed,F,0,Suburban,Single,74,35,59,0,1,Personal Auto,Personal L1,Collision,Agent,532.8,Four-Door Car,Small
HI74419,US,KS,Kansas,Yes,Basic,College,02/05/2011,Employed,M,50825,Urban,Married,102,3,46,0,3,Personal Auto,Personal L2,Collision,Agent,369.614729,SUV,Medsize
PX70175,US,NE,Nebraska,No,Extended,College,1/19/11,Employed,M,93459,Suburban,Married,99,9,85,0,5,Personal Auto,Personal L3,Hail,Web,655.41333,Four-Door Car,Medsize
KF75098,US,NE,Nebraska,No,Basic,Bachelor,1/25/11,Employed,M,86148,Suburban,Married,65,19,51,2,4,Personal Auto,Personal L3,Other,Agent,312,Four-Door Car,Small
IS50283,US,MO,Missouri,No,Basic,Bachelor,1/17/11,Employed,F,27048,Suburban,Married,72,5,85,0,4,Corporate Auto,Corporate L3,Scratch/Dent,Agent,345.6,Four-Door Car,Medsize
MY64920,US,IA,Iowa,No,Basic,College,2/27/11,Employed,F,73259,Suburban,Married,115,7,31,0,4,Personal Auto,Personal L2,Other,Web,673.34265,SUV,Medsize
KN34250,US,IA,Iowa,Yes,Extended,College,2/14/11,Employed,F,35482,Suburban,Married,129,21,59,0,3,Corporate Auto,Corporate L2,Collision,Branch,619.2,SUV,Medsize
GN46207,US,IA,Iowa,Yes,Basic,Master,1/17/11,Employed,F,29462,Suburban,Single,107,28,23,1,1,Personal Auto,Personal L3,Hail,Branch,513.6,SUV,Large
KL57176,US,IA,Iowa,No,Basic,College,2/15/11,Employed,F,67801,Rural,Divorced,115,12,45,1,1,Personal Auto,Personal L3,Scratch/Dent,Web,23.810491,SUV,Medsize
MN94234,US,MO,Missouri,No,Extended,High School or Below,1/19/11,Unemployed,M,0,Suburban,Married,94,34,59,4,1,Personal Auto,Personal L3,Collision,Branch,451.2,Two-Door Car,Medsize
JY90595,US,NE,Nebraska,No,Basic,High School or Below,02/07/2011,Medical Leave,M,16042,Suburban,Married,73,33,58,0,9,Personal Auto,Personal L3,Collision,Agent,350.4,Two-Door Car,Medsize
HK26543,US,MO,Missouri,No,Basic,High School or Below,1/27/11,Employed,M,28056,Suburban,Married,64,32,41,1,8,Personal Auto,Personal L3,Collision,Branch,307.2,Four-Door Car,Medsize
PN86062,US,MO,Missouri,No,Extended,High School or Below,01/09/2011,Medical Leave,M,16495,Suburban,Married,85,25,75,3,1,Corporate Auto,Corporate L2,Collision,Branch,408,Four-Door Car,Medsize
VW27730,US,MO,Missouri,No,Basic,Master,02/08/2011,Employed,F,41163,Rural,Married,108,11,66,0,3,Corporate Auto,Corporate L2,Collision,Branch,231.922173,SUV,Small
SH55671,US,NE,Nebraska,No,Premium,College,02/06/2011,Unemployed,F,0,Suburban,Married,161,3,71,1,9,Personal Auto,Personal L3,Collision,Branch,772.8,Sports Car,Small
MO56878,US,MO,Missouri,No,Basic,Bachelor,01/05/2011,Employed,M,33799,Suburban,Single,109,28,52,3,2,Corporate Auto,Corporate L3,Hail,Agent,664.980242,SUV,Small
QP80741,US,KS,Kansas,No,Basic,College,01/01/2011,Unemployed,F,0,Suburban,Married,61,17,71,3,2,Corporate Auto,Corporate L1,Scratch/Dent,Agent,292.8,Four-Door Car,Medsize
SV35618,US,IA,Iowa,No,Premium,Bachelor,2/28/11,Employed,F,87747,Rural,Divorced,147,3,87,1,1,Personal Auto,Personal L2,Hail,Agent,46.492039,SUV,Small
RX12347,US,OK,Oklahoma,No,Extended,College,02/09/2011,Employed,M,35695,Suburban,Married,90,2,7,0,1,Personal Auto,Personal L2,Other,Branch,432,Four-Door Car,Medsize
FR55658,US,MO,Missouri,No,Extended,Master,1/27/11,Employed,M,90985,Rural,Divorced,87,33,39,0,1,Personal Auto,Personal L2,Collision,Branch,78.085149,Four-Door Car,Medsize
XS12556,US,MO,Missouri,No,Basic,College,01/06/2011,Unemployed,F,0,Suburban,Married,101,19,16,0,1,Corporate Auto,Corporate L2,Other,Call Center,564.466556,Sports Car,Medsize
ZU73588,US,MO,Missouri,Yes,Premium,College,1/19/11,Employed,M,66839,Suburban,Single,154,33,24,0,1,Personal Auto,Personal L3,Hail,Branch,739.2,Sports Car,Medsize
WT43034,US,MO,Missouri,No,Premium,High School or Below,1/15/11,Unemployed,F,0,Suburban,Married,165,16,43,0,3,Personal Auto,Personal L3,Scratch/Dent,Call Center,792,SUV,Medsize
VM13430,US,IA,Iowa,Yes,Basic,Bachelor,1/14/11,Employed,F,79090,Urban,Married,107,2,74,0,3,Corporate Auto,Corporate L3,Hail,Branch,289.040734,SUV,Medsize
TC78849,US,IA,Iowa,No,Basic,Bachelor,02/12/2011,Employed,M,24825,Rural,Married,64,34,44,0,1,Personal Auto,Personal L3,Hail,Branch,155.938593,Two-Door Car,Medsize
VC34764,US,MO,Missouri,Yes,Basic,College,1/23/11,Retired,M,26806,Suburban,Married,63,32,19,0,2,Personal Auto,Personal L2,Collision,Agent,302.4,Four-Door Car,Medsize
WO90953,US,IA,Iowa,No,Basic,College,1/21/11,Employed,F,56835,Suburban,Married,67,25,16,0,3,Personal Auto,Personal L3,Collision,Branch,326.549425,Two-Door Car,Small
IU47468,US,IA,Iowa,No,Extended,Bachelor,1/24/11,Unemployed,F,0,Suburban,Single,88,12,54,0,6,Special Auto,Special L2,Scratch/Dent,Web,653.65668,Two-Door Car,Small
KO46064,US,MO,Missouri,No,Basic,Bachelor,2/25/11,Employed,M,46135,Rural,Married,69,12,68,0,1,Personal Auto,Personal L3,Collision,Agent,103.935601,Four-Door Car,Medsize
RB34917,US,NE,Nebraska,No,Basic,Bachelor,01/03/2011,Unemployed,F,0,Suburban,Single,73,21,87,0,4,Personal Auto,Personal L2,Hail,Branch,809.532341,Four-Door Car,Small
BI38192,US,IA,Iowa,No,Basic,High School or Below,02/01/2011,Employed,F,22862,Suburban,Married,67,9,40,0,2,Personal Auto,Personal L3,Hail,Agent,321.6,Two-Door Car,Medsize
PU18983,US,IA,Iowa,No,Basic,High School or Below,02/04/2011,Employed,F,21450,Suburban,Divorced,110,8,80,2,3,Personal Auto,Personal L1,Collision,Call Center,528,Sports Car,Small
SW79912,US,IA,Iowa,No,Basic,Bachelor,1/22/11,Employed,M,95854,Suburban,Married,65,16,78,0,1,Personal Auto,Personal L3,Hail,Agent,312,Two-Door Car,Small
ES39217,US,IA,Iowa,No,Extended,Bachelor,2/19/11,Employed,F,44897,Suburban,Married,99,22,46,1,7,Personal Auto,Personal L1,Other,Web,580.72531,Four-Door Car,Small
OY51402,US,KS,Kansas,No,Basic,High School or Below,1/14/11,Employed,F,54040,Rural,Married,103,14,88,0,4,Personal Auto,Personal L2,Collision,Agent,59.987126,SUV,Medsize
UA19178,US,IA,Iowa,No,Basic,Master,02/10/2011,Employed,F,53265,Urban,Married,62,12,27,0,3,Personal Auto,Personal L2,Hail,Call Center,238.005074,Four-Door Car,Small
PR53785,US,NE,Nebraska,No,Basic,High School or Below,2/22/11,Unemployed,F,0,Suburban,Married,198,18,55,1,1,Personal Auto,Personal L3,Collision,Branch,1577.674417,Luxury Car,Small
RJ85627,US,KS,Kansas,No,Basic,Bachelor,01/05/2011,Employed,F,43817,Urban,Married,62,25,12,1,2,Personal Auto,Personal L3,Scratch/Dent,Branch,245.447622,Four-Door Car,Medsize
CN90378,US,MO,Missouri,No,Extended,High School or Below,2/27/11,Employed,F,54780,Rural,Married,88,22,72,3,5,Personal Auto,Personal L3,Collision,Agent,135.26125,Four-Door Car,Large
